,lat,long,YEAR,TOTPOP,GRPNAME,ADHERENT,CONGREG,RELTRAD,FAMILY
Otsego County,45.0992063,-84.6482398,2000,23301,Seventh-day Adventists,54.0,1.0,1,98.0
Otsego County,45.0992063,-84.6482398,2000,23301,Southern Baptist Convention,115.0,2.0,1,96.0
Otsego County,45.0992063,-84.6482398,2000,23301,United Church of Christ,159.0,1.0,2,91.0
Otsego County,45.0992063,-84.6482398,2000,23301,"The United Methodist Church, old count",651.0,1.0,2,92.0
Otsego County,45.0992063,-84.6482398,2000,23301,"The United Methodist Church, new count",892.0,1.0,2,92.0
Otsego County,45.0992063,-84.6482398,2000,23301,Wisconsin Evangelical Lutheran Synod,52.0,1.0,1,90.0
Otsego County,45.0992063,-84.6482398,2010,24164,Assemblies of God,240.0,1.0,1,94.0
Otsego County,45.0992063,-84.6482398,2010,24164,Baha'i,5.0,0.0,4,113.0
Otsego County,45.0992063,-84.6482398,2010,24164,Catholic Church,5800.0,2.0,3,87.0
Otsego County,45.0992063,-84.6482398,2010,24164,Christian Reformed Church in North America,83.0,1.0,1,91.0
Otsego County,45.0992063,-84.6482398,2010,24164,The Church of Jesus Christ of Latter-day Saints,223.0,1.0,4,100.0
Otsego County,45.0992063,-84.6482398,2010,24164,Church of the Nazarene,83.0,1.0,1,93.0
Otsego County,45.0992063,-84.6482398,2010,24164,Churches of Christ,100.0,1.0,1,115.0
Otsego County,45.0992063,-84.6482398,2010,24164,The Episcopal Church,66.0,1.0,2,88.0
Otsego County,45.0992063,-84.6482398,2010,24164,Episcopal Church Groups Combined,66.0,1.0,2,88.0
Otsego County,45.0992063,-84.6482398,2010,24164,The Evangelical Free Church of America,676.0,2.0,1,92.0
Otsego County,45.0992063,-84.6482398,2010,24164,Evangelical Lutheran Church in America,317.0,1.0,2,90.0
Otsego County,45.0992063,-84.6482398,2010,24164,Evangelical Lutheran Church in America Groups Combined,317.0,1.0,2,90.0
Otsego County,45.0992063,-84.6482398,2010,24164,Free Methodist Church of North America,109.0,1.0,1,93.0
Otsego County,45.0992063,-84.6482398,2010,24164,Jehovah's Witnesses,,2.0,4,98.0
Otsego County,45.0992063,-84.6482398,2010,24164,"Lutheran Church, The Missouri Synod",289.0,1.0,1,90.0
Otsego County,45.0992063,-84.6482398,2010,24164,National Organization of the New Apostolic Church of North America,,1.0,4,113.0
Otsego County,45.0992063,-84.6482398,2010,24164,Presbyterian Church (USA),180.0,1.0,2,91.0
Otsego County,45.0992063,-84.6482398,2010,24164,Reformed Presbyterian Church of North America,9.0,1.0,1,91.0
Otsego County,45.0992063,-84.6482398,2010,24164,Seventh-day Adventists,62.0,1.0,1,98.0
Otsego County,45.0992063,-84.6482398,2010,24164,Southern Baptist Convention,110.0,3.0,1,96.0
Otsego County,45.0992063,-84.6482398,2010,24164,United Church of Christ,153.0,1.0,2,91.0
Otsego County,45.0992063,-84.6482398,2010,24164,"The United Methodist Church, old count",714.0,1.0,2,92.0
Otsego County,45.0992063,-84.6482398,2010,24164,"The United Methodist Church, new count",887.0,1.0,2,92.0
Otsego County,45.0992063,-84.6482398,2010,24164,United Pentecostal Church International,,1.0,1,94.0
Otsego County,45.0992063,-84.6482398,2010,24164,Wisconsin Evangelical Lutheran Synod,50.0,1.0,1,90.0
Otsego County,45.0992063,-84.6482398,2010,24164,Non-denominational,413.0,2.0,1,
Otsego County,45.0992063,-84.6482398,2010,24164,Hindu Post Renaissance,77.0,1.0,4,113.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,Assemblies of God,595.0,4.0,1,94.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,Baptist General Conference ('Converge Worldwide'),99.0,1.0,1,96.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,Catholic Church,18003.0,12.0,3,87.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,The Christian and Missionary Alliance,87.0,1.0,1,93.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,Christian Churches and Churches of Christ,45.0,1.0,1,115.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,Christian Reformed Church in North America,30256.0,58.0,1,91.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,"Church of God (Cleveland, TN)",265.0,2.0,1,94.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,Church of God (Seventh-day),25.0,1.0,1,98.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,Church of God of Prophecy,46.0,1.0,1,94.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,The Church of Jesus Christ of Latter-day Saints,152.0,1.0,4,100.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,Church of the Nazarene,374.0,2.0,1,93.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,Churches of Christ,295.0,4.0,1,115.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,Conservative Baptist Association of America,24.0,1.0,1,96.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,The Episcopal Church,1223.0,2.0,2,88.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,Episcopal Church Groups Combined,1223.0,2.0,2,88.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,Evangelical Lutheran Church in America,650.0,1.0,2,90.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,Evangelical Lutheran Church in America Groups Combined,650.0,1.0,2,90.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,Free Methodist Church of North America,165.0,1.0,1,93.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,The Latvian Evangelical Lutheran Church in America,27.0,1.0,2,90.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,"Lutheran Church, The Missouri Synod",5230.0,9.0,1,90.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,International Pentecostal Holiness Church,29.0,1.0,1,94.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,Christian Brethren,195.0,2.0,1,97.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,Presbyterian Church (USA),2739.0,3.0,2,91.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,Protestant Reformed Churches in America,1018.0,3.0,1,91.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,Reformed Church in America,33382.0,44.0,2,91.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,The Salvation Army,334.0,1.0,1,93.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,Seventh-day Adventists,285.0,3.0,1,98.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,Southern Baptist Convention,239.0,3.0,1,96.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,United Church of Christ,968.0,2.0,2,91.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,"The United Methodist Church, old count",3139.0,5.0,2,92.0
Ottawa County,42.953022999999995,-86.09373120000001,1980,157174,Wisconsin Evangelical Lutheran Synod,71.0,1.0,1,90.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Assemblies of God,792.0,6.0,1,94.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Baptist General Conference ('Converge Worldwide'),56.0,1.0,1,96.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Catholic Church,22146.0,10.0,3,87.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,The Christian and Missionary Alliance,100.0,1.0,1,93.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Christian Churches and Churches of Christ,314.0,2.0,1,115.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Christian Reformed Church in North America,24506.0,50.0,1,91.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Church of Christ Scientist,,1.0,4,102.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,"Church of God (Anderson, Indiana)",78.0,1.0,1,93.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,"Church of God (Cleveland, TN)",335.0,2.0,1,94.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Church of God (Seventh-day),39.0,1.0,1,98.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Church of God of Prophecy,46.0,1.0,1,94.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,The Church of Jesus Christ of Latter-day Saints,219.0,1.0,4,100.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Church of the Nazarene,322.0,2.0,1,93.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Churches of Christ,321.0,3.0,1,115.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Conservative Baptist Association of America,,1.0,1,96.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,The Episcopal Church,901.0,2.0,2,88.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Episcopal Church Groups Combined,901.0,2.0,2,88.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,The Evangelical Covenant Church,84.0,1.0,1,92.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Evangelical Lutheran Church in America,727.0,1.0,2,90.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Evangelical Lutheran Church in America Groups Combined,727.0,1.0,2,90.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Free Methodist Church of North America,114.0,1.0,1,93.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Independent Fundamental Churches of America,,4.0,1,97.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,"Lutheran Church, The Missouri Synod",6178.0,10.0,1,90.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,The Orthodox Presbyterian Church,130.0,1.0,1,91.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Christian Brethren,207.0,2.0,1,97.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Presbyterian Church (USA),3150.0,4.0,2,91.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Presbyterian Church in America,0.0,1.0,1,91.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Protestant Reformed Churches in America,1240.0,4.0,1,91.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Reformed Church in America,26514.0,33.0,2,91.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,The Salvation Army,140.0,1.0,1,93.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Seventh-day Adventists,762.0,5.0,1,98.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Southern Baptist Convention,170.0,1.0,1,96.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,United Church of Christ,1037.0,2.0,2,91.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,"The United Methodist Church, old count",3711.0,5.0,2,92.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,The Wesleyan Church,6801.0,6.0,1,93.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,"Jewish Estimate (both conservatives, reformed, and orthodox)",410.0,0.0,4,106.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Black Baptists Estimate,369.0,,6,96.0
Ottawa County,42.953022999999995,-86.09373120000001,1990,187768,Independent Non-Charismatic Churches,325.0,1.0,1,
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Assemblies of God,1186.0,8.0,1,94.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Baha'i,66.0,1.0,4,113.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Baptist General Conference ('Converge Worldwide'),62.0,1.0,1,96.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Catholic Church,27110.0,10.0,3,87.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,The Christian and Missionary Alliance,69.0,1.0,1,93.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Christian Churches and Churches of Christ,592.0,3.0,1,115.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Christian Reformed Church in North America,30490.0,53.0,1,91.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,"Church of God (Cleveland, TN)",541.0,4.0,1,94.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Church of God of Prophecy,46.0,1.0,1,94.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,The Church of Jesus Christ of Latter-day Saints,427.0,1.0,4,100.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Church of the Nazarene,482.0,2.0,1,93.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Churches of Christ,365.0,4.0,1,115.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Community of Christ,97.0,1.0,4,100.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Conservative Baptist Association of America,170.0,1.0,1,96.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,The Episcopal Church,941.0,2.0,2,88.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Episcopal Church Groups Combined,941.0,2.0,2,88.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,The Evangelical Covenant Church,168.0,2.0,1,92.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,The Evangelical Free Church of America,125.0,1.0,1,92.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Evangelical Lutheran Church in America,871.0,3.0,2,90.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Evangelical Lutheran Church in America Groups Combined,871.0,3.0,2,90.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Evangelical Lutheran Synod,34.5,0.5,1,90.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Free Methodist Church of North America,113.0,1.0,1,93.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,International Council of Community Churches,51.0,1.0,2,91.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,"Lutheran Church, The Missouri Synod",6560.0,12.0,1,90.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,The Orthodox Presbyterian Church,260.0,2.0,1,91.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Presbyterian Church (USA),3363.0,5.0,2,91.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Presbyterian Church in America,234.0,1.0,1,91.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Protestant Reformed Churches in America,1462.0,5.0,1,91.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Reformed Baptist Churches,,1.0,1,96.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Reformed Church in America,36461.0,46.0,2,91.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,General Association of Regular Baptist Churches,552.0,3.0,1,96.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,The Salvation Army,809.0,2.0,1,93.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Seventh-day Adventists,787.0,5.0,1,98.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Southern Baptist Convention,326.0,1.0,1,96.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,United Church of Christ,933.0,2.0,2,91.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,"The United Methodist Church, old count",3480.0,6.0,2,92.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,"The United Methodist Church, new count",4596.0,6.0,2,92.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,United Reformed Churches in North America,1353.0,5.0,1,91.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Vineyard USA,479.0,1.0,1,94.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,The Wesleyan Church,9614.0,6.0,1,93.0
Ottawa County,42.953022999999995,-86.09373120000001,2000,238314,Independent Non-Charismatic Churches,2850.0,4.0,1,
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Assemblies of God,1498.0,7.0,1,94.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Baha'i,60.0,1.0,4,113.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Baptist General Conference ('Converge Worldwide'),90.0,1.0,1,96.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Catholic Church,24710.0,11.0,3,87.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,The Christian and Missionary Alliance,81.0,1.0,1,93.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Christian Churches and Churches of Christ,863.0,3.0,1,115.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Christian Reformed Church in North America,33697.0,67.0,1,91.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Church of Christ Scientist,,1.0,4,102.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,"Church of God (Cleveland, TN)",615.0,3.0,1,94.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Church of God (Seventh-day),,3.0,1,98.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Church of God of Prophecy,104.0,2.0,1,94.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,The Church of Jesus Christ of Latter-day Saints,1317.0,2.0,4,100.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Church of the Lutheran Confession,,1.0,1,90.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Church of the Nazarene,393.0,2.0,1,93.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Churches of Christ,300.0,4.0,1,115.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Community of Christ,167.0,1.0,4,100.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Conservative Baptist Association of America,170.0,1.0,1,96.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,The Episcopal Church,1038.0,2.0,2,88.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Episcopal Church Groups Combined,1038.0,2.0,2,88.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,The Evangelical Covenant Church,99.0,1.0,1,92.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,The Evangelical Free Church of America,100.0,1.0,1,92.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Evangelical Lutheran Church in America,739.0,3.0,2,90.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Evangelical Lutheran Church in America Groups Combined,739.0,3.0,2,90.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Evangelical Lutheran Synod,69.0,1.0,1,90.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Free Methodist Church of North America,71.0,1.0,1,93.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Friends Groups Combined,5.0,1.0,2,95.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Grace Gospel Fellowship,,5.0,1,97.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Independent Fundamental Churches of America,,5.0,1,97.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Jehovah's Witnesses,,4.0,4,98.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,"Lutheran Church, The Missouri Synod",5859.0,12.0,1,90.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Mennonite Church USA,88.0,1.0,1,95.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Mennonite Church Groups Combined,88.0,1.0,1,95.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,The Missionary Church,15.0,1.0,1,93.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,National Organization of the New Apostolic Church of North America,,2.0,4,113.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,The Orthodox Presbyterian Church,515.0,3.0,1,91.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Christian Brethren,,2.0,1,97.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Presbyterian Church (USA),3029.0,4.0,2,91.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Presbyterian Church in America,257.0,1.0,1,91.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Protestant Reformed Churches in America,2510.0,7.0,1,91.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Reformed Baptist Churches,,1.0,1,96.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Reformed Church in America,33297.0,47.0,2,91.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,General Association of Regular Baptist Churches,736.0,4.0,1,96.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Friends - General Conference,5.0,1.0,2,95.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,The Salvation Army,809.0,2.0,1,93.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Seventh-day Adventists,868.0,5.0,1,98.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Southern Baptist Convention,76.0,1.0,1,96.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,United Church of Christ,530.0,2.0,2,91.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,"The United Methodist Church, old count",2671.0,5.0,2,92.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,"The United Methodist Church, new count",2959.0,5.0,2,92.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,United Pentecostal Church International,,2.0,1,94.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,United Reformed Churches in North America,1082.0,4.0,1,91.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,United Pentecostal Council of the Assemblies of God,,1.0,1,94.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Vineyard USA,500.0,2.0,1,94.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,The Wesleyan Church,8587.0,8.0,1,93.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Zoroastrian,1.0,0.0,4,113.0
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Non-denominational,12970.0,28.0,1,
Ottawa County,42.953022999999995,-86.09373120000001,2010,263801,Theravada Buddhism,300.0,1.0,4,113.0
Presque Isle County,45.29185484,-83.91631675,1980,14267,Assemblies of God,96.0,2.0,1,94.0
Presque Isle County,45.29185484,-83.91631675,1980,14267,Catholic Church,4964.0,4.0,3,87.0
Presque Isle County,45.29185484,-83.91631675,1980,14267,The Episcopal Church,56.0,1.0,2,88.0
Presque Isle County,45.29185484,-83.91631675,1980,14267,Episcopal Church Groups Combined,56.0,1.0,2,88.0
Presque Isle County,45.29185484,-83.91631675,1980,14267,Evangelical Lutheran Church in America,482.0,4.0,2,90.0
Presque Isle County,45.29185484,-83.91631675,1980,14267,Evangelical Lutheran Church in America Groups Combined,482.0,4.0,2,90.0
Presque Isle County,45.29185484,-83.91631675,1980,14267,"Lutheran Church, The Missouri Synod",2509.0,6.0,1,90.0
Presque Isle County,45.29185484,-83.91631675,1980,14267,Presbyterian Church (USA),536.0,1.0,2,91.0
Presque Isle County,45.29185484,-83.91631675,1980,14267,Seventh-day Adventists,135.0,1.0,1,98.0
Presque Isle County,45.29185484,-83.91631675,1980,14267,United Church of Christ,74.0,1.0,2,91.0
Presque Isle County,45.29185484,-83.91631675,1980,14267,"The United Methodist Church, old count",509.0,2.0,2,92.0
Presque Isle County,45.29185484,-83.91631675,1990,13743,Assemblies of God,117.0,2.0,1,94.0
Presque Isle County,45.29185484,-83.91631675,1990,13743,Catholic Church,4593.0,4.0,3,87.0
Presque Isle County,45.29185484,-83.91631675,1990,13743,The Episcopal Church,62.0,1.0,2,88.0
Presque Isle County,45.29185484,-83.91631675,1990,13743,Episcopal Church Groups Combined,62.0,1.0,2,88.0
Presque Isle County,45.29185484,-83.91631675,1990,13743,Evangelical Lutheran Church in America,436.0,4.0,2,90.0
Presque Isle County,45.29185484,-83.91631675,1990,13743,Evangelical Lutheran Church in America Groups Combined,436.0,4.0,2,90.0
Presque Isle County,45.29185484,-83.91631675,1990,13743,"Lutheran Church, The Missouri Synod",2369.0,6.0,1,90.0
Presque Isle County,45.29185484,-83.91631675,1990,13743,Presbyterian Church (USA),352.0,1.0,2,91.0
Presque Isle County,45.29185484,-83.91631675,1990,13743,Seventh-day Adventists,95.0,1.0,1,98.0
Presque Isle County,45.29185484,-83.91631675,1990,13743,Southern Baptist Convention,235.0,2.0,1,96.0
Presque Isle County,45.29185484,-83.91631675,1990,13743,"The United Methodist Church, old count",442.0,2.0,2,92.0
Presque Isle County,45.29185484,-83.91631675,2000,14411,Assemblies of God,169.0,2.0,1,94.0
Presque Isle County,45.29185484,-83.91631675,2000,14411,Baha'i,1.0,0.0,4,113.0
Presque Isle County,45.29185484,-83.91631675,2000,14411,Catholic Church,5490.0,4.0,3,87.0
Presque Isle County,45.29185484,-83.91631675,2000,14411,Community of Christ,222.0,1.0,4,100.0
Presque Isle County,45.29185484,-83.91631675,2000,14411,The Episcopal Church,47.0,1.0,2,88.0
Presque Isle County,45.29185484,-83.91631675,2000,14411,Episcopal Church Groups Combined,47.0,1.0,2,88.0
Presque Isle County,45.29185484,-83.91631675,2000,14411,Evangelical Lutheran Church in America,368.0,3.0,2,90.0
Presque Isle County,45.29185484,-83.91631675,2000,14411,Evangelical Lutheran Church in America Groups Combined,368.0,3.0,2,90.0
Presque Isle County,45.29185484,-83.91631675,2000,14411,Evangelical Lutheran Synod,77.0,0.5,1,90.0
Presque Isle County,45.29185484,-83.91631675,2000,14411,The Association of Free Lutheran Congregations,105.0,1.0,1,90.0
Presque Isle County,45.29185484,-83.91631675,2000,14411,International Council of Community Churches,119.0,1.0,2,91.0
Presque Isle County,45.29185484,-83.91631675,2000,14411,"Lutheran Church, The Missouri Synod",2051.0,7.0,1,90.0
Presque Isle County,45.29185484,-83.91631675,2000,14411,Presbyterian Church (USA),268.0,1.0,2,91.0
Presque Isle County,45.29185484,-83.91631675,2000,14411,Seventh-day Adventists,90.0,1.0,1,98.0
Presque Isle County,45.29185484,-83.91631675,2000,14411,Southern Baptist Convention,145.0,2.0,1,96.0
Presque Isle County,45.29185484,-83.91631675,2000,14411,"The United Methodist Church, old count",318.0,2.0,2,92.0
Presque Isle County,45.29185484,-83.91631675,2000,14411,"The United Methodist Church, new count",293.0,2.0,2,92.0
Presque Isle County,45.29185484,-83.91631675,2010,13376,Assemblies of God,119.0,2.0,1,94.0
Presque Isle County,45.29185484,-83.91631675,2010,13376,Baha'i,1.0,0.0,4,113.0
Presque Isle County,45.29185484,-83.91631675,2010,13376,Catholic Church,3872.0,4.0,3,87.0
Presque Isle County,45.29185484,-83.91631675,2010,13376,Churches of Christ,28.0,1.0,1,115.0
Presque Isle County,45.29185484,-83.91631675,2010,13376,Community of Christ,167.0,1.0,4,100.0
Presque Isle County,45.29185484,-83.91631675,2010,13376,The Episcopal Church,26.0,1.0,2,88.0
Presque Isle County,45.29185484,-83.91631675,2010,13376,Episcopal Church Groups Combined,26.0,1.0,2,88.0
Presque Isle County,45.29185484,-83.91631675,2010,13376,Evangelical Lutheran Church in America,320.0,3.0,2,90.0
Presque Isle County,45.29185484,-83.91631675,2010,13376,Evangelical Lutheran Church in America Groups Combined,320.0,3.0,2,90.0
Presque Isle County,45.29185484,-83.91631675,2010,13376,Evangelical Lutheran Synod,154.0,1.0,1,90.0
Presque Isle County,45.29185484,-83.91631675,2010,13376,The Association of Free Lutheran Congregations,105.0,1.0,1,90.0
Presque Isle County,45.29185484,-83.91631675,2010,13376,Jehovah's Witnesses,,1.0,4,98.0
Presque Isle County,45.29185484,-83.91631675,2010,13376,"Lutheran Church, The Missouri Synod",2016.0,7.0,1,90.0
Presque Isle County,45.29185484,-83.91631675,2010,13376,Presbyterian Church (USA),189.0,1.0,2,91.0
